Company,Model,Display Height,Display Width,Display Size,Display Quality,Display Type,Processor Name,Processor Generation,Memory,Ram,Videocard,Videocard Storage,Illuminated keyboard,Price,Website index
HP,Pavilion,1080,1920,15.6,FullHD,,Core i7,1165G7,512,8,Intel Iris Plus Graphics,,1,329000,1
HP,Envy,1080,1920,15.6,FullHD,,Ryzen 7,5825U,512,8,Radeon Graphics,,1,329000,1
HP,Victus,1080,1920,15.6,FullHD,,Core i5,12450H,512,16,GeForceGTX1650,4,1,330000,1
Lenovo,,768,1366,15.6,HD,,Intel,N4020,1024,4,Intel UHD Graphics 600,,0,120000,1
Lenovo,,768,1366,15.6,HD,,Intel,N4020,256,4,Intel UHD Graphics 600,,0,120000,1
Lenovo,IP1,1080,1920,15.6,FullHD,,Ryzen 3,5300U,256,8,Radeon Graphics,,1,175000,1
Lenovo,IP1,1080,1920,15.6,FullHD,,Core i3,1215U,512,8,Intel Iris Plus Graphics,,0,190000,1
Lenovo,IP Slim 3,1080,1920,15.6,FullHD,,Core i3,1315U,256,8,Intel Iris Plus Graphics,,0,199000,1
Lenovo,IP1,1080,1920,15.6,FullHD,,Core i3,1215U,512,12,Intel Iris Plus Graphics,,0,199000,1
Lenovo,IP 3,1080,1920,15.6,FullHD,,Core i5,1235U,256,8,Intel Iris Plus Graphics,,0,231000,1
Lenovo,IP Slim 3,1080,1920,15.6,FullHD,,Ryzen 5,7520U,512,8,Radeon Graphics,,1,237000,1
Lenovo,IP 3,1080,1920,15.6,FullHD,,Core i5,1235U,256,16,Intel Iris Plus Graphics,,0,240000,1
Lenovo,IP Slim 3,1080,1920,15.6,FullHD,,Core i5,1335U,256,8,Intel Iris Plus Graphics,,0,246000,1
Lenovo,IP3,1080,1920,14.0,FullHD,,Core i7,1165G7,512,8,Intel Iris Plus Graphics,,1,291000,1
Lenovo,IP3,1080,1920,14.0,FullHD,,Core i7,1165G7,512,20,Intel Iris Plus Graphics,,1,310000,1
Lenovo,ThinkBook,1080,1920,13.3,FullHD,,Core i5,10210U,256,8,Intel UHD Graphics,,1,365000,1
Lenovo,ThinkPad E15,1080,1920,15.6,FullHD,,Core i7,1255U,512,16,Intel Iris Plus Graphics,,1,413000,1
Lenovo,Flex 5,1600,2560,16.0,QHD,,Core i7,1255U,512,16,Intel Iris Plus Graphics,,1,429000,1
